Journée gazière;Nom Région;Production journalière biométhane (MWh - 0°C);Opérateur de transport
24/10/2018;Auvergne-Rhône-Alpes;123.34799999999998;Zone GRTgaz
19/04/2022;Auvergne-Rhône-Alpes;987.057;Zone GRTgaz
29/10/2020;Auvergne-Rhône-Alpes;288.645;Zone GRTgaz
08/10/2018;Auvergne-Rhône-Alpes;125.65699999999998;Zone GRTgaz
17/08/2020;Auvergne-Rhône-Alpes;270.699;Zone GRTgaz
25/11/2020;Auvergne-Rhône-Alpes;384.948;Zone GRTgaz
04/10/2020;Auvergne-Rhône-Alpes;295.0;Zone GRTgaz
31/03/2022;Auvergne-Rhône-Alpes;990.937;Zone GRTgaz
08/11/2019;Auvergne-Rhône-Alpes;206.848;Zone GRTgaz
22/02/2020;Auvergne-Rhône-Alpes;316.655;Zone GRTgaz
22/06/2023;Auvergne-Rhône-Alpes;1300.104;Zone GRTgaz
24/03/2021;Auvergne-Rhône-Alpes;435.663;Zone GRTgaz
15/11/2022;Auvergne-Rhône-Alpes;1160.043;Zone GRTgaz
12/01/2019;Auvergne-Rhône-Alpes;151.87899999999996;Zone GRTgaz
16/09/2024;Auvergne-Rhône-Alpes;1896.9342390000002;Zone GRTgaz
14/12/2017;Auvergne-Rhône-Alpes;66.025;Zone GRTgaz
27/04/2017;Auvergne-Rhône-Alpes;106.70599999999999;Zone GRTgaz
10/09/2021;Auvergne-Rhône-Alpes;490.814;Zone GRTgaz
14/06/2022;Auvergne-Rhône-Alpes;987.814;Zone GRTgaz
02/02/2020;Auvergne-Rhône-Alpes;274.646;Zone GRTgaz
01/07/2021;Auvergne-Rhône-Alpes;475.865;Zone GRTgaz
29/05/2017;Auvergne-Rhône-Alpes;105.23399999999997;Zone GRTgaz
27/03/2017;Auvergne-Rhône-Alpes;105.54;Zone GRTgaz
15/11/2020;Auvergne-Rhône-Alpes;266.273;Zone GRTgaz
07/10/2016;Auvergne-Rhône-Alpes;33.032;Zone GRTgaz
08/07/2017;Auvergne-Rhône-Alpes;86.97399999999999;Zone GRTgaz
18/04/2020;Auvergne-Rhône-Alpes;290.63499999999993;Zone GRTgaz
24/09/2018;Auvergne-Rhône-Alpes;119.465;Zone GRTgaz
15/03/2017;Auvergne-Rhône-Alpes;111.827;Zone GRTgaz
06/09/2019;Auvergne-Rhône-Alpes;196.643;Zone GRTgaz
03/07/2021;Auvergne-Rhône-Alpes;503.57;Zone GRTgaz
05/04/2021;Auvergne-Rhône-Alpes;373.706;Zone GRTgaz
17/07/2017;Auvergne-Rhône-Alpes;104.22;Zone GRTgaz
30/06/2017;Auvergne-Rhône-Alpes;60.725999999999985;Zone GRTgaz
11/07/2017;Auvergne-Rhône-Alpes;40.307;Zone GRTgaz
27/08/2020;Auvergne-Rhône-Alpes;290.457;Zone GRTgaz
22/07/2019;Auvergne-Rhône-Alpes;170.242;Zone GRTgaz
24/06/2019;Auvergne-Rhône-Alpes;156.199;Zone GRTgaz
09/10/2017;Auvergne-Rhône-Alpes;76.1;Zone GRTgaz
24/05/2020;Auvergne-Rhône-Alpes;260.522;Zone GRTgaz
13/01/2020;Auvergne-Rhône-Alpes;237.617;Zone GRTgaz
10/12/2017;Auvergne-Rhône-Alpes;73.542;Zone GRTgaz
14/02/2017;Auvergne-Rhône-Alpes;81.85199999999999;Zone GRTgaz
05/11/2023;Auvergne-Rhône-Alpes;1292.693;Zone GRTgaz
04/01/2023;Auvergne-Rhône-Alpes;1338.125;Zone GRTgaz
08/05/2024;Auvergne-Rhône-Alpes;1741.4941428;Zone GRTgaz
29/04/2024;Auvergne-Rhône-Alpes;1723.5115091999996;Zone GRTgaz
23/12/2020;Auvergne-Rhône-Alpes;351.181;Zone GRTgaz
02/03/2020;Auvergne-Rhône-Alpes;304.635;Zone GRTgaz
26/04/2022;Auvergne-Rhône-Alpes;1067.264;Zone GRTgaz
31/01/2022;Auvergne-Rhône-Alpes;792.269;Zone GRTgaz
01/11/2016;Auvergne-Rhône-Alpes;3.985;Zone GRTgaz
11/07/2018;Auvergne-Rhône-Alpes;119.79799999999999;Zone GRTgaz
16/10/2019;Auvergne-Rhône-Alpes;212.526;Zone GRTgaz
29/07/2023;Auvergne-Rhône-Alpes;1223.72;Zone GRTgaz
02/06/2019;Auvergne-Rhône-Alpes;181.37899999999996;Zone GRTgaz
26/05/2017;Auvergne-Rhône-Alpes;121.765;Zone GRTgaz
16/07/2017;Auvergne-Rhône-Alpes;92.063;Zone GRTgaz
30/05/2017;Auvergne-Rhône-Alpes;126.24799999999999;Zone GRTgaz
04/11/2016;Auvergne-Rhône-Alpes;32.19499999999999;Zone GRTgaz
07/02/2024;Auvergne-Rhône-Alpes;1736.9513622;Zone GRTgaz
04/10/2023;Auvergne-Rhône-Alpes;1526.465;Zone GRTgaz
20/02/2022;Auvergne-Rhône-Alpes;725.309;Zone GRTgaz
29/09/2022;Auvergne-Rhône-Alpes;1102.714;Zone GRTgaz
24/06/2022;Auvergne-Rhône-Alpes;1008.525;Zone GRTgaz
27/02/2023;Auvergne-Rhône-Alpes;1268.253;Zone GRTgaz
16/09/2019;Auvergne-Rhône-Alpes;171.949;Zone GRTgaz
21/10/2021;Auvergne-Rhône-Alpes;564.978;Zone GRTgaz
13/04/2023;Auvergne-Rhône-Alpes;1330.802;Zone GRTgaz
17/03/2018;Auvergne-Rhône-Alpes;129.721;Zone GRTgaz
21/07/2021;Auvergne-Rhône-Alpes;419.066;Zone GRTgaz
14/12/2023;Auvergne-Rhône-Alpes;1519.641;Zone GRTgaz
01/09/2022;Auvergne-Rhône-Alpes;1059.252;Zone GRTgaz
05/03/2018;Auvergne-Rhône-Alpes;95.436;Zone GRTgaz
27/12/2020;Auvergne-Rhône-Alpes;297.504;Zone GRTgaz
22/05/2023;Auvergne-Rhône-Alpes;1278.509;Zone GRTgaz
19/10/2023;Auvergne-Rhône-Alpes;1522.394;Zone GRTgaz
04/07/2023;Auvergne-Rhône-Alpes;1299.821;Zone GRTgaz
02/08/2022;Auvergne-Rhône-Alpes;1054.688;Zone GRTgaz
30/07/2022;Auvergne-Rhône-Alpes;954.237;Zone GRTgaz
28/07/2023;Auvergne-Rhône-Alpes;1321.755;Zone GRTgaz
15/09/2024;Auvergne-Rhône-Alpes;1803.1279752;Zone GRTgaz
06/11/2017;Auvergne-Rhône-Alpes;111.943;Zone GRTgaz
20/06/2018;Auvergne-Rhône-Alpes;126.87099999999998;Zone GRTgaz
11/06/2022;Auvergne-Rhône-Alpes;946.881;Zone GRTgaz
04/05/2023;Auvergne-Rhône-Alpes;1330.629;Zone GRTgaz
23/05/2024;Auvergne-Rhône-Alpes;1782.4974750000001;Zone GRTgaz
20/01/2018;Auvergne-Rhône-Alpes;123.243;Zone GRTgaz
24/09/2024;Auvergne-Rhône-Alpes;1893.8793167999997;Zone GRTgaz
11/02/2019;Auvergne-Rhône-Alpes;113.87399999999998;Zone GRTgaz
06/04/2024;Auvergne-Rhône-Alpes;1771.5169998;Zone GRTgaz
20/02/2024;Auvergne-Rhône-Alpes;1654.2619271999997;Zone GRTgaz
02/11/2022;Auvergne-Rhône-Alpes;1140.06;Zone GRTgaz
01/09/2023;Auvergne-Rhône-Alpes;1397.043;Zone GRTgaz
21/04/2024;Auvergne-Rhône-Alpes;1718.8213463999998;Zone GRTgaz
10/11/2020;Auvergne-Rhône-Alpes;345.958;Zone GRTgaz
17/12/2022;Auvergne-Rhône-Alpes;1250.074;Zone GRTgaz
09/05/2019;Auvergne-Rhône-Alpes;189.231;Zone GRTgaz
01/08/2021;Auvergne-Rhône-Alpes;513.659;Zone GRTgaz
03/07/2019;Auvergne-Rhône-Alpes;183.581;Zone GRTgaz
22/11/2019;Auvergne-Rhône-Alpes;246.183;Zone GRTgaz
17/08/2018;Auvergne-Rhône-Alpes;91.109;Zone GRTgaz
26/03/2018;Auvergne-Rhône-Alpes;101.50899999999999;Zone GRTgaz
29/08/2017;Auvergne-Rhône-Alpes;86.566;Zone GRTgaz
12/04/2017;Auvergne-Rhône-Alpes;119.713;Zone GRTgaz
21/04/2018;Auvergne-Rhône-Alpes;154.257;Zone GRTgaz
02/06/2017;Auvergne-Rhône-Alpes;114.897;Zone GRTgaz
17/12/2019;Auvergne-Rhône-Alpes;249.62099999999998;Zone GRTgaz
28/04/2018;Auvergne-Rhône-Alpes;128.33699999999996;Zone GRTgaz
06/12/2017;Auvergne-Rhône-Alpes;64.61699999999999;Zone GRTgaz
12/06/2017;Auvergne-Rhône-Alpes;71.456;Zone GRTgaz
09/01/2019;Auvergne-Rhône-Alpes;141.281;Zone GRTgaz
24/03/2018;Auvergne-Rhône-Alpes;125.026;Zone GRTgaz
07/08/2020;Auvergne-Rhône-Alpes;308.34;Zone GRTgaz
27/02/2019;Auvergne-Rhône-Alpes;125.878;Zone GRTgaz
16/02/2018;Auvergne-Rhône-Alpes;72.181;Zone GRTgaz
01/11/2020;Auvergne-Rhône-Alpes;274.439;Zone GRTgaz
13/01/2019;Auvergne-Rhône-Alpes;153.772;Zone GRTgaz
17/09/2020;Auvergne-Rhône-Alpes;327.003;Zone GRTgaz
22/04/2019;Auvergne-Rhône-Alpes;173.56699999999998;Zone GRTgaz
25/12/2020;Auvergne-Rhône-Alpes;326.113;Zone GRTgaz
05/07/2020;Auvergne-Rhône-Alpes;273.833;Zone GRTgaz
11/08/2019;Auvergne-Rhône-Alpes;156.488;Zone GRTgaz
27/05/2018;Auvergne-Rhône-Alpes;140.36;Zone GRTgaz
12/04/2019;Auvergne-Rhône-Alpes;192.038;Zone GRTgaz
26/10/2018;Auvergne-Rhône-Alpes;130.563;Zone GRTgaz
14/10/2022;Auvergne-Rhône-Alpes;1196.238;Zone GRTgaz
15/07/2019;Auvergne-Rhône-Alpes;173.581;Zone GRTgaz
03/02/2023;Auvergne-Rhône-Alpes;1419.508;Zone GRTgaz
12/05/2018;Auvergne-Rhône-Alpes;134.771;Zone GRTgaz
20/08/2021;Auvergne-Rhône-Alpes;550.7649999999999;Zone GRTgaz
20/06/2017;Auvergne-Rhône-Alpes;81.784;Zone GRTgaz
09/08/2018;Auvergne-Rhône-Alpes;122.689;Zone GRTgaz
15/09/2019;Auvergne-Rhône-Alpes;175.896;Zone GRTgaz
17/02/2017;Auvergne-Rhône-Alpes;105.647;Zone GRTgaz
27/12/2017;Auvergne-Rhône-Alpes;83.803;Zone GRTgaz
28/04/2021;Auvergne-Rhône-Alpes;437.077;Zone GRTgaz
22/02/2018;Auvergne-Rhône-Alpes;114.584;Zone GRTgaz
06/12/2018;Auvergne-Rhône-Alpes;137.552;Zone GRTgaz
21/08/2017;Auvergne-Rhône-Alpes;101.94;Zone GRTgaz
25/07/2020;Auvergne-Rhône-Alpes;274.774;Zone GRTgaz
16/10/2016;Auvergne-Rhône-Alpes;35.568999999999996;Zone GRTgaz
10/02/2020;Auvergne-Rhône-Alpes;246.02399999999997;Zone GRTgaz
20/12/2017;Auvergne-Rhône-Alpes;72.902;Zone GRTgaz
08/08/2020;Auvergne-Rhône-Alpes;282.172;Zone GRTgaz
20/07/2022;Auvergne-Rhône-Alpes;1000.995;Zone GRTgaz
15/07/2023;Auvergne-Rhône-Alpes;1145.811;Zone GRTgaz
13/06/2020;Auvergne-Rhône-Alpes;244.106;Zone GRTgaz
01/03/2024;Auvergne-Rhône-Alpes;1736.964396;Zone GRTgaz
25/04/2024;Auvergne-Rhône-Alpes;1771.4528334000001;Zone GRTgaz
15/08/2024;Auvergne-Rhône-Alpes;1635.6807414000002;Zone GRTgaz
11/06/2024;Auvergne-Rhône-Alpes;1799.7562313999997;Zone GRTgaz
12/12/2021;Auvergne-Rhône-Alpes;680.416;Zone GRTgaz
22/06/2022;Auvergne-Rhône-Alpes;1028.456;Zone GRTgaz
06/01/2024;Auvergne-Rhône-Alpes;1640.4224827999997;Zone GRTgaz
01/02/2017;Auvergne-Rhône-Alpes;71.07;Zone GRTgaz
02/05/2023;Auvergne-Rhône-Alpes;1316.822;Zone GRTgaz
12/03/2024;Auvergne-Rhône-Alpes;1612.5918659999998;Zone GRTgaz
01/02/2024;Auvergne-Rhône-Alpes;1816.7803794;Zone GRTgaz
09/12/2024;Auvergne-Rhône-Alpes;1960.6975937999996;Zone GRTgaz
08/12/2022;Auvergne-Rhône-Alpes;1243.075;Zone GRTgaz
16/01/2019;Auvergne-Rhône-Alpes;130.389;Zone GRTgaz
09/01/2021;Auvergne-Rhône-Alpes;305.47799999999995;Zone GRTgaz
10/02/2021;Auvergne-Rhône-Alpes;362.229;Zone GRTgaz
23/05/2020;Auvergne-Rhône-Alpes;259.51199999999994;Zone GRTgaz
27/11/2024;Auvergne-Rhône-Alpes;1883.5024068;Zone GRTgaz
15/04/2017;Auvergne-Rhône-Alpes;135.012;Zone GRTgaz
22/12/2017;Auvergne-Rhône-Alpes;83.624;Zone GRTgaz
12/12/2016;Auvergne-Rhône-Alpes;14.024000000000003;Zone GRTgaz
18/02/2017;Auvergne-Rhône-Alpes;114.016;Zone GRTgaz
29/12/2016;Auvergne-Rhône-Alpes;46.538999999999994;Zone GRTgaz
24/11/2016;Auvergne-Rhône-Alpes;47.588;Zone GRTgaz
12/01/2017;Auvergne-Rhône-Alpes;86.81699999999998;Zone GRTgaz
12/10/2021;Auvergne-Rhône-Alpes;569.036;Zone GRTgaz
26/02/2022;Auvergne-Rhône-Alpes;847.898;Zone GRTgaz
26/06/2023;Auvergne-Rhône-Alpes;1203.369;Zone GRTgaz
02/03/2024;Auvergne-Rhône-Alpes;1704.9684222;Zone GRTgaz
07/06/2021;Auvergne-Rhône-Alpes;472.263;Zone GRTgaz
24/07/2020;Auvergne-Rhône-Alpes;290.769;Zone GRTgaz
25/12/2023;Auvergne-Rhône-Alpes;1453.933;Zone GRTgaz
15/06/2019;Auvergne-Rhône-Alpes;182.074;Zone GRTgaz
24/12/2022;Auvergne-Rhône-Alpes;1256.941;Zone GRTgaz
24/01/2020;Auvergne-Rhône-Alpes;301.79;Zone GRTgaz
30/10/2018;Auvergne-Rhône-Alpes;81.861;Zone GRTgaz
02/01/2021;Auvergne-Rhône-Alpes;325.4;Zone GRTgaz
23/06/2020;Auvergne-Rhône-Alpes;256.274;Zone GRTgaz
22/07/2022;Auvergne-Rhône-Alpes;991.874;Zone GRTgaz
06/12/2022;Auvergne-Rhône-Alpes;1165.444;Zone GRTgaz
09/05/2018;Auvergne-Rhône-Alpes;146.366;Zone GRTgaz
17/10/2017;Auvergne-Rhône-Alpes;116.314;Zone GRTgaz
05/10/2017;Auvergne-Rhône-Alpes;133.955;Zone GRTgaz
24/01/2017;Auvergne-Rhône-Alpes;68.55099999999999;Zone GRTgaz
17/09/2023;Auvergne-Rhône-Alpes;1263.728;Zone GRTgaz
10/11/2021;Auvergne-Rhône-Alpes;727.967;Zone GRTgaz
02/06/2021;Auvergne-Rhône-Alpes;442.365;Zone GRTgaz
22/10/2022;Auvergne-Rhône-Alpes;1194.244;Zone GRTgaz
24/08/2023;Auvergne-Rhône-Alpes;1255.338;Zone GRTgaz
22/06/2024;Auvergne-Rhône-Alpes;1827.6054515999997;Zone GRTgaz
29/09/2019;Auvergne-Rhône-Alpes;206.979;Zone GRTgaz
19/11/2018;Auvergne-Rhône-Alpes;133.788;Zone GRTgaz
17/07/2022;Auvergne-Rhône-Alpes;938.813;Zone GRTgaz
03/08/2018;Auvergne-Rhône-Alpes;117.727;Zone GRTgaz
19/08/2022;Auvergne-Rhône-Alpes;979.459;Zone GRTgaz
25/05/2023;Auvergne-Rhône-Alpes;1359.53;Zone GRTgaz
11/09/2018;Auvergne-Rhône-Alpes;123.658;Zone GRTgaz
03/10/2021;Auvergne-Rhône-Alpes;575.66;Zone GRTgaz
29/10/2022;Auvergne-Rhône-Alpes;1173.845;Zone GRTgaz
22/04/2023;Auvergne-Rhône-Alpes;1368.501;Zone GRTgaz
28/07/2019;Auvergne-Rhône-Alpes;182.613;Zone GRTgaz
28/11/2023;Auvergne-Rhône-Alpes;1599.374;Zone GRTgaz
20/09/2024;Auvergne-Rhône-Alpes;1868.2528608;Zone GRTgaz
15/11/2021;Auvergne-Rhône-Alpes;714.874;Zone GRTgaz
24/09/2019;Auvergne-Rhône-Alpes;228.507;Zone GRTgaz
22/11/2022;Auvergne-Rhône-Alpes;1112.357;Zone GRTgaz
18/08/2024;Auvergne-Rhône-Alpes;1545.7685759999995;Zone GRTgaz
14/02/2022;Auvergne-Rhône-Alpes;857.097;Zone GRTgaz
11/02/2021;Auvergne-Rhône-Alpes;352.019;Zone GRTgaz
12/11/2023;Auvergne-Rhône-Alpes;1400.939;Zone GRTgaz
20/01/2022;Auvergne-Rhône-Alpes;763.276;Zone GRTgaz
08/06/2021;Auvergne-Rhône-Alpes;469.673;Zone GRTgaz
28/06/2022;Auvergne-Rhône-Alpes;919.223;Zone GRTgaz
14/05/2022;Auvergne-Rhône-Alpes;976.289;Zone GRTgaz
29/07/2024;Auvergne-Rhône-Alpes;1756.7617355999996;Zone GRTgaz
12/10/2020;Auvergne-Rhône-Alpes;315.626;Zone GRTgaz
02/01/2022;Auvergne-Rhône-Alpes;691.08;Zone GRTgaz
11/10/2021;Auvergne-Rhône-Alpes;561.671;Zone GRTgaz
05/06/2023;Auvergne-Rhône-Alpes;1304.277;Zone GRTgaz
06/02/2024;Auvergne-Rhône-Alpes;1686.4253351999996;Zone GRTgaz
14/09/2024;Auvergne-Rhône-Alpes;1802.8442393999999;Zone GRTgaz
11/03/2018;Auvergne-Rhône-Alpes;98.569;Zone GRTgaz
07/07/2021;Auvergne-Rhône-Alpes;524.212;Zone GRTgaz
16/03/2018;Auvergne-Rhône-Alpes;124.24499999999999;Zone GRTgaz
20/12/2018;Auvergne-Rhône-Alpes;134.25599999999997;Zone GRTgaz
05/07/2022;Auvergne-Rhône-Alpes;1046.37;Zone GRTgaz
10/11/2019;Auvergne-Rhône-Alpes;176.403;Zone GRTgaz
22/09/2020;Auvergne-Rhône-Alpes;321.24;Zone GRTgaz
15/03/2023;Auvergne-Rhône-Alpes;1363.256;Zone GRTgaz
12/04/2021;Auvergne-Rhône-Alpes;453.66;Zone GRTgaz
20/05/2022;Auvergne-Rhône-Alpes;993.063;Zone GRTgaz
26/12/2022;Auvergne-Rhône-Alpes;1260.513;Zone GRTgaz
11/05/2024;Auvergne-Rhône-Alpes;1716.5735172;Zone GRTgaz
26/09/2024;Auvergne-Rhône-Alpes;1836.8373923999995;Zone GRTgaz
08/10/2017;Auvergne-Rhône-Alpes;87.943;Zone GRTgaz
18/10/2016;Auvergne-Rhône-Alpes;24.57999999999999;Zone GRTgaz
13/08/2017;Auvergne-Rhône-Alpes;83.984;Zone GRTgaz
20/11/2016;Auvergne-Rhône-Alpes;41.677;Zone GRTgaz
02/08/2017;Auvergne-Rhône-Alpes;88.748;Zone GRTgaz
20/09/2016;Auvergne-Rhône-Alpes;13.360000000000003;Zone GRTgaz
09/11/2017;Auvergne-Rhône-Alpes;123.853;Zone GRTgaz
27/02/2021;Auvergne-Rhône-Alpes;381.791;Zone GRTgaz
31/12/2016;Auvergne-Rhône-Alpes;58.211999999999996;Zone GRTgaz
09/12/2017;Auvergne-Rhône-Alpes;74.115;Zone GRTgaz
06/01/2020;Auvergne-Rhône-Alpes;243.038;Zone GRTgaz
05/08/2017;Auvergne-Rhône-Alpes;115.571;Zone GRTgaz
06/12/2016;Auvergne-Rhône-Alpes;49.114;Zone GRTgaz
25/01/2017;Auvergne-Rhône-Alpes;75.139;Zone GRTgaz
06/05/2020;Auvergne-Rhône-Alpes;297.6619999999999;Zone GRTgaz
06/01/2019;Auvergne-Rhône-Alpes;138.106;Zone GRTgaz
05/12/2016;Auvergne-Rhône-Alpes;41.43099999999999;Zone GRTgaz
26/07/2019;Auvergne-Rhône-Alpes;154.432;Zone GRTgaz
17/10/2020;Auvergne-Rhône-Alpes;315.638;Zone GRTgaz
15/08/2017;Auvergne-Rhône-Alpes;47.71099999999999;Zone GRTgaz
05/10/2020;Auvergne-Rhône-Alpes;322.995;Zone GRTgaz
30/12/2020;Auvergne-Rhône-Alpes;326.052;Zone GRTgaz
21/05/2021;Auvergne-Rhône-Alpes;466.589;Zone GRTgaz
23/09/2019;Auvergne-Rhône-Alpes;185.222;Zone GRTgaz
12/10/2017;Auvergne-Rhône-Alpes;139.10299999999998;Zone GRTgaz
09/05/2017;Auvergne-Rhône-Alpes;107.758;Zone GRTgaz
13/07/2018;Auvergne-Rhône-Alpes;130.527;Zone GRTgaz
17/07/2024;Auvergne-Rhône-Alpes;1841.6338308;Zone GRTgaz
21/02/2018;Auvergne-Rhône-Alpes;124.899;Zone GRTgaz
10/10/2022;Auvergne-Rhône-Alpes;1122.435;Zone GRTgaz
22/04/2024;Auvergne-Rhône-Alpes;1777.7631978;Zone GRTgaz
18/10/2019;Auvergne-Rhône-Alpes;207.843;Zone GRTgaz
28/12/2018;Auvergne-Rhône-Alpes;146.84;Zone GRTgaz
04/12/2018;Auvergne-Rhône-Alpes;136.021;Zone GRTgaz
18/09/2017;Auvergne-Rhône-Alpes;100.973;Zone GRTgaz
10/12/2024;Auvergne-Rhône-Alpes;1901.7828126;Zone GRTgaz
14/03/2023;Auvergne-Rhône-Alpes;1346.929;Zone GRTgaz
18/06/2020;Auvergne-Rhône-Alpes;234.344;Zone GRTgaz
31/12/2017;Auvergne-Rhône-Alpes;98.77599999999997;Zone GRTgaz
06/07/2022;Auvergne-Rhône-Alpes;1032.654;Zone GRTgaz
15/07/2024;Auvergne-Rhône-Alpes;1782.2367990000002;Zone GRTgaz
07/10/2024;Auvergne-Rhône-Alpes;1789.3933577999999;Zone GRTgaz
13/07/2023;Auvergne-Rhône-Alpes;1354.892;Zone GRTgaz
30/01/2019;Auvergne-Rhône-Alpes;156.516;Zone GRTgaz
08/12/2018;Auvergne-Rhône-Alpes;114.301;Zone GRTgaz
17/06/2023;Auvergne-Rhône-Alpes;1216.174;Zone GRTgaz
06/10/2024;Auvergne-Rhône-Alpes;1783.4920542;Zone GRTgaz
06/11/2016;Auvergne-Rhône-Alpes;23.836;Zone GRTgaz
16/02/2017;Auvergne-Rhône-Alpes;101.446;Zone GRTgaz
11/09/2016;Auvergne-Rhône-Alpes;42.32999999999999;Zone GRTgaz
03/11/2016;Auvergne-Rhône-Alpes;35.774;Zone GRTgaz
07/10/2023;Auvergne-Rhône-Alpes;1401.015;Zone GRTgaz
30/05/2022;Auvergne-Rhône-Alpes;1052.063;Zone GRTgaz
10/01/2020;Auvergne-Rhône-Alpes;257.245;Zone GRTgaz
08/02/2020;Auvergne-Rhône-Alpes;245.467;Zone GRTgaz
21/07/2022;Auvergne-Rhône-Alpes;1031.019;Zone GRTgaz
26/12/2017;Auvergne-Rhône-Alpes;74.719;Zone GRTgaz
01/03/2020;Auvergne-Rhône-Alpes;268.063;Zone GRTgaz
09/07/2020;Auvergne-Rhône-Alpes;225.552;Zone GRTgaz
02/01/2018;Auvergne-Rhône-Alpes;85.238;Zone GRTgaz
01/11/2023;Auvergne-Rhône-Alpes;1589.863;Zone GRTgaz
12/07/2017;Auvergne-Rhône-Alpes;81.30699999999997;Zone GRTgaz
10/12/2021;Auvergne-Rhône-Alpes;747.324;Zone GRTgaz
21/10/2020;Auvergne-Rhône-Alpes;335.032;Zone GRTgaz
04/04/2019;Auvergne-Rhône-Alpes;193.128;Zone GRTgaz
19/05/2019;Auvergne-Rhône-Alpes;190.21999999999997;Zone GRTgaz
18/05/2018;Auvergne-Rhône-Alpes;153.347;Zone GRTgaz
23/10/2019;Auvergne-Rhône-Alpes;215.191;Zone GRTgaz
01/03/2018;Auvergne-Rhône-Alpes;97.126;Zone GRTgaz
13/06/2019;Auvergne-Rhône-Alpes;152.963;Zone GRTgaz
29/04/2021;Auvergne-Rhône-Alpes;400.177;Zone GRTgaz
17/04/2021;Auvergne-Rhône-Alpes;390.376;Zone GRTgaz
26/08/2018;Auvergne-Rhône-Alpes;88.993;Zone GRTgaz
24/08/2020;Auvergne-Rhône-Alpes;257.368;Zone GRTgaz
26/11/2021;Auvergne-Rhône-Alpes;722.694;Zone GRTgaz
11/04/2022;Auvergne-Rhône-Alpes;934.876;Zone GRTgaz
23/08/2017;Auvergne-Rhône-Alpes;77.752;Zone GRTgaz
07/06/2022;Auvergne-Rhône-Alpes;1003.639;Zone GRTgaz
26/10/2020;Auvergne-Rhône-Alpes;328.776;Zone GRTgaz
24/11/2017;Auvergne-Rhône-Alpes;115.223;Zone GRTgaz
20/05/2023;Auvergne-Rhône-Alpes;1348.447;Zone GRTgaz
22/12/2023;Auvergne-Rhône-Alpes;1556.806;Zone GRTgaz
05/10/2024;Auvergne-Rhône-Alpes;1809.6458777999997;Zone GRTgaz
14/10/2024;Auvergne-Rhône-Alpes;1834.2717389999998;Zone GRTgaz
26/10/2024;Auvergne-Rhône-Alpes;1887.2992530000001;Zone GRTgaz
11/08/2021;Auvergne-Rhône-Alpes;527.61;Zone GRTgaz
12/09/2020;Auvergne-Rhône-Alpes;340.122;Zone GRTgaz
21/10/2023;Auvergne-Rhône-Alpes;1472.454;Zone GRTgaz
11/03/2022;Auvergne-Rhône-Alpes;936.642;Zone GRTgaz
21/09/2023;Auvergne-Rhône-Alpes;1351.028;Zone GRTgaz
07/02/2020;Auvergne-Rhône-Alpes;265.523;Zone GRTgaz
09/09/2019;Auvergne-Rhône-Alpes;175.646;Zone GRTgaz
24/11/2024;Auvergne-Rhône-Alpes;1703.0624796;Zone GRTgaz
18/04/2022;Auvergne-Rhône-Alpes;978.452;Zone GRTgaz
06/08/2022;Auvergne-Rhône-Alpes;946.826;Zone GRTgaz
10/10/2017;Auvergne-Rhône-Alpes;110.135;Zone GRTgaz
13/06/2022;Auvergne-Rhône-Alpes;965.768;Zone GRTgaz
06/03/2023;Auvergne-Rhône-Alpes;1250.453;Zone GRTgaz
09/08/2021;Auvergne-Rhône-Alpes;493.372;Zone GRTgaz
10/10/2021;Auvergne-Rhône-Alpes;558.294;Zone GRTgaz
10/08/2022;Auvergne-Rhône-Alpes;1020.974;Zone GRTgaz
30/07/2024;Auvergne-Rhône-Alpes;1748.6988264000001;Zone GRTgaz
05/11/2019;Auvergne-Rhône-Alpes;197.92999999999998;Zone GRTgaz
13/10/2019;Auvergne-Rhône-Alpes;194.18199999999996;Zone GRTgaz
27/04/2020;Auvergne-Rhône-Alpes;303.708;Zone GRTgaz
06/12/2019;Auvergne-Rhône-Alpes;219.443;Zone GRTgaz
04/05/2019;Auvergne-Rhône-Alpes;162.301;Zone GRTgaz
03/05/2019;Auvergne-Rhône-Alpes;191.676;Zone GRTgaz
22/09/2018;Auvergne-Rhône-Alpes;141.73;Zone GRTgaz
16/08/2018;Auvergne-Rhône-Alpes;97.185;Zone GRTgaz
20/12/2020;Auvergne-Rhône-Alpes;325.836;Zone GRTgaz
06/03/2021;Auvergne-Rhône-Alpes;427.461;Zone GRTgaz
25/08/2017;Auvergne-Rhône-Alpes;83.561;Zone GRTgaz
06/07/2017;Auvergne-Rhône-Alpes;102.07199999999999;Zone GRTgaz
02/06/2018;Auvergne-Rhône-Alpes;141.308;Zone GRTgaz
03/03/2018;Auvergne-Rhône-Alpes;112.045;Zone GRTgaz
28/02/2020;Auvergne-Rhône-Alpes;268.413;Zone GRTgaz
24/01/2018;Auvergne-Rhône-Alpes;139.611;Zone GRTgaz
04/04/2017;Auvergne-Rhône-Alpes;117.202;Zone GRTgaz
30/03/2017;Auvergne-Rhône-Alpes;133.474;Zone GRTgaz
14/06/2019;Auvergne-Rhône-Alpes;176.013;Zone GRTgaz
11/10/2017;Auvergne-Rhône-Alpes;112.003;Zone GRTgaz
11/12/2017;Auvergne-Rhône-Alpes;68.64399999999999;Zone GRTgaz
05/05/2018;Auvergne-Rhône-Alpes;141.519;Zone GRTgaz
